0	1	1	2	2	1	1	0	0	14	0	0	27	0	0	12	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	0	0	0	5	12	0	0	7	0	1	1	1	1	1	1	1	1	0	5	0	0	4	0	0	2	3	0	14	0	9	5	0	5	1	1	1	1	1	1	1	1	0	3	2	0	0	3	3	0	0	1	0	7	8	0	4	2	1	0	0	0	0	1	2	3	0	5	7	0	0	2	3	0	0	2	3	2	1	2	1	0	2	2	1	0	0	0	1	1	0	7	8	0	0	0	0	0	0	3	0	0	4	0	0	2	1	0	0	0	0	1	2	3	3	2	0	0	6	3	0	11	5	0	0	5	5	0	0	2	1	2	1	0	0	0	2	4	6	1	0	1	5	1	0	0	0	0	0	0	0	1	3	5	2	4	0	7	14	0	0	0	7	0	0	10	0	0	0	7	2	3	4	3	1	0	1	2	0	7	0	0	5	13	0	5	2	1	1	0	0	1	1	2	8	0	0	9	4	0	26	0	7	7	0	3	4	2	6	1	0	9	0	4	7	0	11	0	7	3	1	0	18	0	3	7
0	1	1	2	2	1	1	0	10	9	17	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	14	11	5	0	0	2	4	0	1	1	1	1	1	1	1	1	3	0	0	0	0	0	0	3	4	14	11	0	0	0	7	0	1	1	1	1	1	1	1	1	0	0	0	3	1	0	0	6	0	9	10	5	0	1	3	0	1	0	0	0	0	1	2	3	1	1	0	0	1	10	9	1	11	0	0	0	7	2	0	1	1	1	0	0	0	1	2	2	1	0	0	3	12	11	8	7	0	6	0	0	0	4	3	7	1	0	0	0	0	1	2	3	0	6	8	7	5	0	0	0	0	0	3	2	0	0	1	9	0	1	1	0	0	0	3	5	0	0	25	0	0	23	0	10	1	2	3	3	2	0	0	0	9	0	3	14	0	0	26	5	0	0	13	0	7	0	7	0	1	2	3	2	0	0	1	3	0	5	6	19	0	0	25	6	2	2	1	1	1	1	2	2	2	0	11	0	16	22	0	22	0	6	0	10	0	6	2	3	17	0	7	1	0	0	0	21	3	0	12	0	0	19	0	2
0	1	1	2	2	1	1	0	0	0	0	14	22	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	1	3	5	6	3	0	0	6	16	1	0	9	1	1	1	1	1	1	1	1	4	0	0	2	0	0	0	2	3	5	0	19	23	5	7	0	1	1	1	1	1	1	1	1	1	0	0	3	0	0	0	5	21	0	0	0	7	3	0	2	1	0	0	0	0	1	2	3	5	9	10	6	1	0	4	8	8	9	12	10	0	0	0	8	0	0	0	0	1	2	3	4	8	7	6	4	0	0	0	0	0	12	9	1	5	6	0	0	1	0	0	0	0	1	2	3	0	0	5	4	0	1	7	5	0	5	9	6	1	0	0	0	0	0	0	0	0	0	4	7	0	0	0	7	19	12	0	0	2	3	4	5	4	2	0	0	0	23	1	0	18	1	0	3	2	9	0	22	0	15	0	15	0	1	2	1	0	0	1	3	0	0	9	9	1	0	0	0	3	3	2	2	2	2	3	3	0	3	0	17	0	12	13	0	8	9	0	22	0	10	0	8	0	8	9	0	21	27	0	0	0	11	4	0	6	15	0	4
0	1	1	2	2	1	1	0	9	9	11	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	1	1	2	5	0	12	9	0	8	7	0	0	1	1	1	1	1	1	1	1	1	0	4	2	0	5	3	0	0	28	12	11	0	0	6	0	1	1	1	1	1	1	1	1	4	0	0	0	2	1	1	2	0	6	22	2	0	4	3	9	1	0	0	0	0	1	2	3	0	0	5	5	1	0	0	5	0	2	0	0	2	13	8	0	0	0	0	0	1	2	4	4	0	5	5	0	0	10	14	8	0	3	1	0	5	2	0	1	1	0	0	0	0	1	2	3	14	3	6	7	0	11	16	0	0	0	0	1	6	12	7	0	0	0	0	0	0	1	5	7	9	21	0	3	7	0	10	0	3	2	2	2	4	4	3	2	8	6	0	0	0	0	4	0	0	4	5	0	0	3	4	0	0	0	1	0	0	0	2	5	6	9	0	0	15	14	6	27	4	3	3	2	2	3	3	4	6	2	10	0	0	22	4	25	0	0	10	14	0	10	4	0	0	14	0	7	5	0	3	17	6	8	0	4	16	0	0	3
0	1	1	2	2	1	1	0	10	0	5	9	0	7	9	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	5	7	8	0	0	6	1	0	11	1	1	1	1	1	1	1	1	0	0	11	0	0	9	0	0	7	0	0	4	0	13	0	4	1	1	1	1	1	1	1	1	0	0	0	0	7	12	6	0	9	0	5	11	13	7	0	0	1	0	0	0	0	1	2	3	1	0	1	5	11	12	9	4	7	9	9	6	3	2	0	0	0	0	0	0	1	2	4	4	6	2	0	0	4	5	0	0	17	12	4	6	10	1	0	12	1	0	0	0	0	1	2	3	0	0	0	6	0	5	7	0	6	6	3	0	0	1	2	0	0	0	0	0	0	1	5	7	0	0	32	4	0	19	5	0	9	5	0	0	1	3	5	5	0	0	0	16	10	0	15	11	0	3	20	12	8	0	1	14	0	0	0	0	0	0	4	7	2	9	0	16	14	0	4	0	4	3	3	2	2	3	3	4	18	0	0	15	10	0	1	0	28	0	15	0	0	2	8	0	15	5	1	10	0	0	32	0	0	7	2	29	0	0	0	4
0	1	1	2	2	1	1	0	0	30	4	6	12	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	14	0	0	2	5	16	15	2	0	1	1	1	1	1	1	1	1	0	0	13	0	0	4	0	35	22	2	8	1	1	20	0	11	1	1	1	1	1	1	1	1	0	1	2	1	0	0	3	5	9	3	0	0	1	0	7	5	1	0	0	0	0	1	2	3	0	11	13	2	0	1	11	16	15	0	0	2	0	0	0	9	0	0	0	0	1	2	3	4	0	0	5	20	14	0	3	25	0	0	0	4	12	2	0	4	1	0	0	0	0	1	2	3	11	4	7	8	2	3	13	17	0	0	4	6	1	0	0	0	0	0	0	0	0	0	4	7	20	0	0	12	6	12	21	0	18	11	2	0	0	1	2	2	0	19	3	0	0	0	5	42	38	30	0	13	0	19	0	0	0	0	0	0	0	2	6	10	0	13	42	84	255	255	50	22	3	3	2	2	2	2	3	3	0	1	9	14	0	42	255	255	189	25	0	0	28	0	0	6	0	5	9	0	12	23	0	16	255	255	0	0	0	11	13	0
0	1	1	2	2	1	1	0	17	200	116	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	10	30	255	255	201	67	0	8	21	0	1	1	1	1	1	1	1	1	1	0	7	0	0	0	7	107	229	255	251	129	31	0	0	0	1	1	1	1	1	1	1	1	2	0	2	3	0	0	37	92	165	237	207	134	43	0	16	0	1	0	0	0	0	1	2	3	0	3	5	0	20	63	95	103	96	64	24	3	7	16	9	0	1	1	0	0	0	1	2	2	6	4	1	0	0	8	28	45	40	45	28	6	3	5	1	0	1	0	0	0	0	1	2	3	3	0	0	22	50	55	57	69	54	22	0	2	12	11	8	9	0	1	1	0	0	0	3	5	0	26	98	240	255	240	248	143	19	12	3	0	1	3	2	0	10	0	1	14	3	100	236	246	238	255	231	70	6	0	17	0	1	1	1	0	0	3	8	12	32	42	237	255	242	238	89	24	2	2	1	1	1	1	2	2	5	5	0	0	109	243	250	249	204	26	0	8	29	0	0	13	0	3	5	3	11	0	18	212	243	238	10	17	15	0	0	11
0	1	1	2	2	1	1	0	23	255	230	108	22	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	44	242	245	255	245	131	23	0	10	1	1	1	1	1	1	1	1	2	0	1	0	7	0	22	172	255	244	245	248	181	35	9	16	1	1	1	1	1	1	1	1	2	0	0	6	0	8	100	209	253	255	229	255	182	28	12	10	1	0	0	0	0	1	2	3	18	5	0	27	122	225	255	252	244	255	225	103	9	0	5	0	2	2	1	0	0	0	1	1	6	9	0	13	104	220	255	250	255	242	159	56	8	7	6	0	1	0	0	0	0	1	2	3	8	16	51	140	235	255	252	255	217	120	22	0	0	5	0	0	1	2	1	0	0	0	2	4	11	83	217	255	236	255	253	130	14	8	2	1	4	6	4	2	2	6	5	8	38	142	243	244	250	159	46	3	0	8	3	7	1	2	1	1	1	4	9	14	60	186	255	248	134	27	21	0	2	1	1	0	0	1	1	2	9	0	16	126	234	255	132	40	10	0	24	4	0	13	11	0	0	5	12	12	0	38	186	248	253	16	12	0	0	18	0	0
0	0	2	2	0	0	2	3	7	134	255	238	80	15	2	1	3	0	7	0	0	0	13	0	0	0	0	0	0	0	1	2	17	55	162	255	250	124	26	4	0	0	0	13	10	0	1	6	2	1	1	0	0	1	1	2	30	107	176	251	230	168	41	23	5	0	14	4	0	9	6	0	3	3	2	1	2	7	14	20	75	141	227	229	185	90	38	8	0	5	5	4	0	8	5	1	4	0	0	2	5	44	137	226	250	222	160	87	0	6	8	0	0	0	0	0	0	0	0	1	0	17	0	6	45	90	238	255	253	248	155	48	21	20	2	0	3	0	0	0	0	0	0	3	3	8	28	116	225	247	255	218	141	55	0	7	12	0	0	4	0	3	0	0	8	0	0	19	34	74	165	250	234	154	31	11	0	1	2	1	0	0	0	0	2	4	11	36	103	192	206	143	50	20	0	1	10	7	0	0	0	6	0	0	0	0	16	75	175	199	126	23	1	5	0	6	11	7	0	0	0	8	6	0	18	42	131	246	240	93	0	5	4	2	0	0	0	1	4	6	0	0	14	0	10	126	249	167	8	4	4	8	7	1	0	3
0	0	2	2	0	0	2	3	2	16	22	247	251	27	0	6	13	4	14	7	0	0	3	0	0	0	0	0	0	0	1	2	3	2	22	82	160	188	130	52	15	19	0	0	0	3	12	0	2	1	1	0	0	1	1	2	3	3	0	83	160	199	105	66	4	22	0	0	0	8	0	0	1	1	0	0	0	2	7	11	2	27	80	130	163	140	89	41	7	2	7	0	2	0	9	3	0	0	4	5	0	6	47	92	134	154	134	66	23	10	8	0	0	1	1	0	0	0	0	2	3	6	0	0	18	44	146	182	181	127	81	11	20	0	7	0	1	0	0	1	2	1	4	8	9	15	27	76	142	164	159	116	54	17	0	7	4	0	2	8	0	1	0	0	2	0	0	22	43	103	189	134	96	16	0	0	0	0	1	2	3	2	1	0	2	0	42	65	119	154	108	41	21	2	0	0	5	3	1	3	7	13	0	1	24	41	82	147	102	63	16	0	3	12	7	0	5	5	6	6	2	0	0	1	11	183	198	63	7	12	2	0	4	2	0	0	0	1	4	6	11	3	0	3	126	204	120	28	6	2	2	6	5	0	0	1
