-4	-4	-4	11	6	-3	-4	-4	-3	-4	-4	-4	-4	-3	-4	-4	-4	-4	-4	-4	-4	-3	-3	-3	-4	-3	-3	-4	-4	-4	-4	-4
0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	3	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1
0	0	0	1	0	0	0	1	0	0	1	1	1	2	3	1	1	0	0	0	0	0	-1	2	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	2	0	0	1	0	15	10	0	0	0	0	0	0	0	0	0
0	0	0	0	15	10	0	0	0	1	15	10	2	2	3	0	0	0	0	0	0	0	0	0	0	-1	10	0	0	1	0	0
-2	-3	8	-2	-2	-2	-2	-2	-2	-2	-2	-2	-3	8	-2	-2	-1	-2	-2	-2	-2	-2	-3	0	-2	-2	-3	-3	0	-1	-1	-2
9	4	-6	-6	-6	-6	-6	-5	-6	-6	-5	-6	-5	-6	-6	-5	-6	-6	-6	-6	-6	-6	-6	-6	-5	-5	-6	-6	-6	-5	-6	-5
1	0	0	0	-1	2	1	0	-1	2	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	2	3	0	0
1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	-1	10	-1	10	0	0	0	1	1	0
0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	15	10	0	1	0	0	0	0	0	15
0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
-2	1	0	-1	0	-1	-1	-1	0	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1
0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	14	78	142	234	42	26	9	12	2	2	-1	1	1	2	0	-1	-1	-1	-2	9	1
0	0	0	0	0	1	0	1	1	1	1	2	3	3	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
-1	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	1	2	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
-1	0	0	-1	0	0	-1	-1	0	-1	-1	-1	14	9	-1	0	-1	-1	0	-1	-1	-1	14	9	-1	-1	-1	0	-1	-1	-1	-1
0	0	0	1	0	0	1	1	0	1	0	3	18	13	8	11	3	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1
0	0	0	0	1	1	0	1	0	0	0	1	2	2	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	1
0	-1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	15	10	0	0	1	0
-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	14	9	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0
0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	-1	14	0	15	14	0	0
-1	0	0	-1	0	0	-1	0	-1	0	-1	0	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1
-3	8	-2	-2	0	1	-2	-1	-2	-1	-1	-1	-1	-1	-2	-2	-1	-2	-1	-2	-1	-1	-1	-2	-1	-2	-2	-1	-2	-2	-2	-1
0	-1	0	0	0	-1	-1	-1	0	0	-1	0	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	-1
0	0	0	0	0	1	1	1	1	1	0	39	202	154	202	42	34	8	12	1	0	2	3	3	2	3	1	1	1	0	0	0
0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1
0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	-1	11	0	0	1	0	1	1	0	0	0	-1	11	1
0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	15	10	0	0	1	0	0	0	1	1	1	1	1	0	0	-1	10
0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	2	1	2	-1	-1	0	0	-1	-1	-1	14	-2	13	-1	0	-1	-1	-1	-1
-1	-1	0	0	-1	14	9	-1	-1	-1	-1	0	0	0	-1	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	-1
0	-1	0	0	-1	-1	-1	-1	-1	14	13	-1	1	2	1	2	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1
-1	0	1	0	1	-1	-1	-1	-2	-2	-2	-1	2	2	0	0	0	-2	-2	-2	-2	-1	-2	-2	-1	-2	-2	-2	-1	-2	-2	13
0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	-1	2	0	0	0	0	1	-1	2	0	0	0	1	1	0
